DATE,YEAR,MONTH_NAME,MONTHYEAR,SALES,COST_OF_SALES,QUANTITY_SOLD,SALES_PER_UNIT_PRICE,FRACTION_DAILY_GROSS_PROFIT,FRACTION_DAILY_GROSS_PROFIT_PER_UNIT,SALES_TYPE
2014-08-09,2014,Aug,Aug 2014,408616.35060,424340.94940,12588,32.46078412774,-0.03848254916,-0.038482549161,Promotion
2014-08-10,2014,Aug,Aug 2014,195866.77300,203331.43480,6032,32.47128199602,-0.03811091430,-0.038110914300,Regular
2014-08-11,2014,Aug,Aug 2014,232347.35320,241134.52780,7158,32.45981464096,-0.03781912933,-0.037819129329,Regular
2014-08-12,2014,Aug,Aug 2014,190325.18110,197438.11160,5863,32.46208103360,-0.03737251403,-0.037372514025,Regular
2014-08-13,2014,Aug,Aug 2014,197698.11860,205114.12890,6092,32.45208775443,-0.03751178996,-0.037511789958,Regular
2014-08-14,2014,Aug,Aug 2014,177908.83560,184687.52910,5485,32.43552153145,-0.03810206209,-0.038102062088,Regular
2014-08-15,2014,Aug,Aug 2014,473321.88250,491559.42300,14587,32.44819925276,-0.03853094728,-0.038530947278,Promotion
2014-08-16,2014,Aug,Aug 2014,541600.89220,562953.37080,16686,32.45840178593,-0.03942474783,-0.039424747831,Promotion
2014-08-17,2014,Aug,Aug 2014,239513.97900,249203.12080,7380,32.45446869919,-0.04045334573,-0.040453345731,Regular
2014-08-18,2014,Aug,Aug 2014,255224.22260,265532.54620,7864,32.45475872330,-0.04038928396,-0.040389283960,Regular
2014-08-19,2014,Aug,Aug 2014,160372.03970,167021.15780,4941,32.45740532281,-0.04146058198,-0.041460581984,Regular
2014-08-20,2014,Aug,Aug 2014,171587.33230,174723.17540,5151,33.31146035721,-0.01827549306,-0.018275493056,Regular
2014-08-21,2014,Aug,Aug 2014,164208.06060,167239.64880,4928,33.32144086851,-0.01846187202,-0.018461872023,Regular
2014-08-22,2014,Aug,Aug 2014,376778.83570,384006.04530,11309,33.31672435229,-0.01918156997,-0.019181569969,Regular
2014-08-23,2014,Aug,Aug 2014,453633.47400,463250.07130,13613,33.32354910747,-0.02119904692,-0.021199046921,Promotion
2014-08-24,2014,Aug,Aug 2014,214392.40090,218347.79780,6424,33.37366141034,-0.01844933348,-0.018449333481,Regular
2014-08-25,2014,Aug,Aug 2014,316404.06230,323293.39660,9493,33.33024989993,-0.02177384908,-0.021773849077,Regular
2014-08-26,2014,Aug,Aug 2014,242824.50130,259860.51250,7619,31.87091498884,-0.07015771106,-0.070157711058,Regular
2014-08-27,2014,Aug,Aug 2014,274712.25330,304334.78460,8909,30.83536348636,-0.10783112491,-0.107831124911,Regular
2014-08-28,2014,Aug,Aug 2014,258066.16940,287168.56610,8400,30.72216302381,-0.11277106475,-0.112771064753,Regular
2014-08-29,2014,Aug,Aug 2014,594007.21320,660937.80480,19317,30.75048988973,-0.11267639536,-0.112676395358,Promotion
2014-08-30,2014,Aug,Aug 2014,717096.71280,797788.89200,23310,30.76347974260,-0.11252621545,-0.112526215446,Promotion
2014-08-31,2014,Aug,Aug 2014,358170.99630,398562.60740,11646,30.75485113344,-0.11277186460,-0.112771864604,Regular
2014-09-01,2014,Sep,Sep 2014,594953.63490,662850.99080,19366,30.72155503976,-0.11412209610,-0.114122096105,Promotion
2014-09-02,2014,Sep,Sep 2014,469469.94100,523480.30330,15291,30.70237008698,-0.11504541097,-0.115045410969,Promotion
2014-09-03,2014,Sep,Sep 2014,464067.79930,517180.54330,15100,30.73296684106,-0.11445039729,-0.114450397291,Promotion
2014-09-04,2014,Sep,Sep 2014,312311.95400,348177.12050,10164,30.72726820150,-0.11483763603,-0.114837636026,Regular
2014-09-05,2014,Sep,Sep 2014,501279.00040,558766.69030,16310,30.73445741263,-0.11468202309,-0.114682023093,Promotion
2014-09-06,2014,Sep,Sep 2014,552703.90380,616169.85140,17985,30.73138191827,-0.11482811531,-0.114828115314,Promotion
2014-09-07,2014,Sep,Sep 2014,234153.76220,261088.38640,7620,30.72884018373,-0.11502964525,-0.115029645251,Regular
2014-09-08,2014,Sep,Sep 2014,244481.49770,272633.39980,7958,30.72147495602,-0.11514941771,-0.115149417706,Regular
2014-09-09,2014,Sep,Sep 2014,122749.63530,120070.95020,3503,35.04128898087,0.02182234671,0.021822346710,Regular
2014-09-10,2014,Sep,Sep 2014,78736.40284,77071.54271,2247,35.04067772141,0.02114473191,0.021144731915,Regular
2014-09-11,2014,Sep,Sep 2014,70875.11067,69489.36085,2023,35.03465678201,0.01955199515,0.019551995149,Regular
2014-09-12,2014,Sep,Sep 2014,148634.39140,145956.13970,4242,35.03875327676,0.01801905787,0.018019057869,Regular
2014-09-13,2014,Sep,Sep 2014,171724.82880,168652.20360,4901,35.03873266680,0.01789272536,0.017892725365,Regular
2014-09-14,2014,Sep,Sep 2014,86435.69883,84948.37458,2467,35.03676482773,0.01720729132,0.017207291318,Regular
2014-09-15,2014,Sep,Sep 2014,120236.18270,118094.04320,3432,35.03385276807,0.01781609705,0.017816097051,Regular
2014-09-16,2014,Sep,Sep 2014,83204.19669,81753.42459,2375,35.03334597474,0.01743628516,0.017436285160,Regular
2014-09-17,2014,Sep,Sep 2014,73768.03473,72471.91932,2105,35.04419702138,0.01757014966,0.017570149656,Regular
2014-09-18,2014,Sep,Sep 2014,69425.44512,68280.38328,1982,35.02797432896,0.01649340293,0.016493402931,Regular
2014-09-19,2014,Sep,Sep 2014,137154.95410,135276.90960,3915,35.03319389527,0.01369286667,0.013692866673,Regular
2014-09-20,2014,Sep,Sep 2014,153569.06190,151376.13560,4383,35.03743141684,0.01427974016,0.014279740156,Regular
2014-09-21,2014,Sep,Sep 2014,75633.32059,74546.66825,2159,35.03164455303,0.01436737580,0.014367375801,Regular
2014-09-22,2014,Sep,Sep 2014,90815.92981,89653.63759,2592,35.03700995756,0.01279832979,0.012798329791,Regular
2014-09-23,2014,Sep,Sep 2014,110118.15640,108880.40900,3143,35.03600267261,0.01124017547,0.011240175467,Regular
2014-09-24,2014,Sep,Sep 2014,209908.38310,223554.08660,6457,32.50865465386,-0.06500790154,-0.065007901536,Regular
2014-09-25,2014,Sep,Sep 2014,358365.68300,382967.98320,11039,32.46360023553,-0.06865138423,-0.068651384234,Regular
2014-09-26,2014,Sep,Sep 2014,585463.99600,625980.93020,18036,32.46085584387,-0.06920482639,-0.069204826389,Promotion
2014-09-27,2014,Sep,Sep 2014,617019.09150,661010.59130,19017,32.44565870011,-0.07129682113,-0.071296821129,Promotion
2014-09-28,2014,Sep,Sep 2014,283850.59710,304440.65150,8747,32.45119436378,-0.07253835155,-0.072538351550,Regular
2014-09-29,2014,Sep,Sep 2014,264317.11040,283912.96870,8147,32.44348967718,-0.07413768360,-0.074137683597,Regular
2014-09-30,2014,Sep,Sep 2014,358024.98130,384823.43990,11036,32.44155321675,-0.07485080651,-0.074850806507,Regular
2014-10-01,2014,Oct,Oct 2014,594438.28080,639306.56880,18330,32.42980255319,-0.07548014563,-0.075480145625,Promotion
2014-10-02,2014,Oct,Oct 2014,470507.66300,506072.03330,14503,32.44209218782,-0.07558722864,-0.075587228640,Promotion
2014-10-03,2014,Oct,Oct 2014,518693.52870,557939.36930,15986,32.44673643813,-0.07566286917,-0.075662869167,Promotion
2014-10-04,2014,Oct,Oct 2014,656245.82840,705891.30030,20223,32.45046869406,-0.07565072379,-0.075650723786,Promotion
2014-10-05,2014,Oct,Oct 2014,280055.11770,301279.65500,8631,32.44758633994,-0.07578700034,-0.075787000339,Regular
2014-10-06,2014,Oct,Oct 2014,375648.01750,404178.92110,11579,32.44218131963,-0.07595116245,-0.075951162447,Regular
2014-10-07,2014,Oct,Oct 2014,78111.71646,74251.87473,2127,36.72389114245,0.04941437604,0.049414376036,Regular
2014-10-08,2014,Oct,Oct 2014,70509.13279,67141.97963,1923,36.66621569943,0.04775485142,0.047754851418,Regular
2014-10-09,2014,Oct,Oct 2014,103281.31100,98065.93908,2809,36.76799964400,0.05049676335,0.050496763350,Regular
2014-10-10,2014,Oct,Oct 2014,179841.43180,170757.58120,4891,36.76986951544,0.05051033296,0.050510332959,Regular
2014-10-11,2014,Oct,Oct 2014,138038.23980,131192.31680,3758,36.73183602980,0.04959439507,0.049594395074,Regular
2014-10-12,2014,Oct,Oct 2014,61037.56223,57992.34151,1661,36.74747876580,0.04989092960,0.049890929597,Regular
2014-10-13,2014,Oct,Oct 2014,86799.75945,82392.33326,2360,36.77955908898,0.05077694014,0.050776940143,Regular
2014-10-14,2014,Oct,Oct 2014,69570.50147,66313.94098,1894,36.73204935058,0.04680950146,0.046809501458,Regular
2014-10-15,2014,Oct,Oct 2014,130476.35530,124398.43160,3548,36.77462099775,0.04658256805,0.046582568053,Regular
2014-10-16,2014,Oct,Oct 2014,95229.77348,91087.85134,2591,36.75406155152,0.04349398291,0.043493982907,Regular
2014-10-17,2014,Oct,Oct 2014,121057.86130,116949.79130,3293,36.76218077741,0.03393476438,0.033934764384,Regular
2014-10-18,2014,Oct,Oct 2014,169498.91640,164492.94660,4611,36.75968692258,0.02953393394,0.029533933941,Regular
2014-10-19,2014,Oct,Oct 2014,90692.37588,87911.21158,2468,36.74731599676,0.03066591070,0.030665910701,Regular
2014-10-20,2014,Oct,Oct 2014,101723.91500,98870.81188,2773,36.68370537324,0.02804751587,0.028047515867,Regular
2014-10-21,2014,Oct,Oct 2014,103395.69130,100424.15570,2815,36.73026333925,0.02873945290,0.028739452898,Regular
2014-10-22,2014,Oct,Oct 2014,99075.59910,96511.72216,2701,36.68108074787,0.02587798573,0.025877985733,Regular
2014-10-23,2014,Oct,Oct 2014,97476.14472,94763.84255,2651,36.76957552622,0.02782529180,0.027825291796,Regular
2014-10-24,2014,Oct,Oct 2014,248974.65280,241961.14320,6781,36.71650977732,0.02816957277,0.028169572770,Regular
2014-10-25,2014,Oct,Oct 2014,302721.68330,294129.67110,8249,36.69798561038,0.02838254633,0.028382546326,Regular
2014-10-26,2014,Oct,Oct 2014,128520.72780,124739.23390,3502,36.69923695031,0.02942322196,0.029423221956,Regular
2014-10-27,2014,Oct,Oct 2014,145185.26830,140651.93720,3949,36.76507173968,0.03122445654,0.031224456538,Regular
2014-10-28,2014,Oct,Oct 2014,89527.55663,87067.05132,2435,36.76696370842,0.02748321749,0.027483217488,Regular
2014-10-29,2014,Oct,Oct 2014,81991.88284,80112.54801,2232,36.73471453405,0.02292098638,0.022920986382,Regular
2014-10-30,2014,Oct,Oct 2014,69704.49111,68293.09639,1898,36.72523240780,0.02024826087,0.020248260873,Regular
2014-10-31,2014,Oct,Oct 2014,166652.39480,163319.71650,4537,36.73184809345,0.01999778223,0.019997782234,Regular
2014-11-01,2014,Nov,Nov 2014,247453.10220,242638.80120,6730,36.76866303120,0.01945540774,0.019455407741,Regular
2014-11-02,2014,Nov,Nov 2014,148476.18120,145646.33680,4038,36.76973283804,0.01905924827,0.019059248272,Regular
2014-11-03,2014,Nov,Nov 2014,205368.92260,201281.23900,5581,36.79787181509,0.01990410013,0.019904100135,Regular
2014-11-04,2014,Nov,Nov 2014,99244.68185,90949.44225,2519,39.39844456133,0.08358371900,0.083583719000,Regular
2014-11-05,2014,Nov,Nov 2014,72756.86310,67872.77433,1847,39.39191288576,0.06712890801,0.067128908008,Regular
2014-11-06,2014,Nov,Nov 2014,86867.45808,84486.08609,2309,37.62124646167,0.02741385604,0.027413856036,Regular
2014-11-07,2014,Nov,Nov 2014,140167.80390,136539.20330,3722,37.65927025793,0.02588754692,0.025887546919,Regular
2014-11-08,2014,Nov,Nov 2014,160727.30280,156700.82500,4268,37.65869325211,0.02505161058,0.025051610584,Regular
2014-11-09,2014,Nov,Nov 2014,74115.62878,71994.34639,1968,37.66038047764,0.02862125607,0.028621256069,Regular
2014-11-10,2014,Nov,Nov 2014,76103.29152,73967.60569,2016,37.74964857143,0.02806298896,0.028062988963,Regular
2014-11-11,2014,Nov,Nov 2014,56303.36657,54996.86661,1497,37.61079931196,0.02320465080,0.023204650798,Regular
2014-11-12,2014,Nov,Nov 2014,49436.81586,48289.89228,1314,37.62314753425,0.02319978664,0.023199786638,Regular
2014-11-13,2014,Nov,Nov 2014,55033.12240,53997.21887,1466,37.53964693042,0.01882327378,0.018823273782,Regular
2014-11-14,2014,Nov,Nov 2014,149808.16590,146994.89550,3984,37.60245128012,0.01877915255,0.018779152545,Regular
2014-11-15,2014,Nov,Nov 2014,180685.51070,176898.27780,4802,37.62713675552,0.02096035750,0.020960357504,Regular
2014-11-16,2014,Nov,Nov 2014,75871.43677,73905.81016,2017,37.61598253347,0.02590733343,0.025907333427,Regular
2014-11-17,2014,Nov,Nov 2014,86313.33408,84418.78911,2297,37.57654944710,0.02194962100,0.021949620996,Regular
2014-11-18,2014,Nov,Nov 2014,62631.79875,61158.36109,1665,37.61669594595,0.02352539268,0.023525392683,Regular
2014-11-19,2014,Nov,Nov 2014,48529.10336,47409.55406,1291,37.59032018590,0.02306964734,0.023069647335,Regular
2014-11-20,2014,Nov,Nov 2014,51040.88137,50038.14263,1361,37.50248447465,0.01964579594,0.019645795940,Regular
2014-11-21,2014,Nov,Nov 2014,53973.92224,47192.49828,1281,42.13420939891,0.12564260070,0.125642600696,Regular
2014-11-22,2014,Nov,Nov 2014,47497.98253,41179.08825,1122,42.33331776292,0.13303500367,0.133035003666,Regular
2014-11-23,2014,Nov,Nov 2014,31219.95153,26893.30468,737,42.36085689281,0.13858595667,0.138585956671,Regular
2014-11-24,2014,Nov,Nov 2014,26870.32387,23516.04172,641,41.91938201248,0.12483221885,0.124832218853,Regular
2014-11-25,2014,Nov,Nov 2014,40530.64229,35674.19076,968,41.87049823347,0.11982172637,0.119821726368,Regular
2014-11-26,2014,Nov,Nov 2014,30371.43134,26054.84917,709,42.83699765867,0.14212639904,0.142126399038,Regular
2014-11-27,2014,Nov,Nov 2014,37776.65877,32719.68964,880,42.92802132955,0.13386491274,0.133864912744,Regular
2014-11-28,2014,Nov,Nov 2014,46818.20532,40652.57641,1096,42.71734062044,0.13169297857,0.131692978572,Regular
2014-11-29,2014,Nov,Nov 2014,88321.62555,79880.24368,2068,42.70871641683,0.09557548129,0.095575481287,Regular
2014-11-30,2014,Nov,Nov 2014,101037.82780,93177.88470,2375,42.54224328421,0.07779208314,0.077792083135,Regular
2014-12-01,2014,Dec,Dec 2014,105100.66760,97257.39467,2492,42.17522776886,0.07462629029,0.074626290290,Regular
2014-12-02,2014,Dec,Dec 2014,88219.52549,85533.42892,2170,40.65415921198,0.03044786917,0.030447869166,Regular
2014-12-03,2014,Dec,Dec 2014,71590.36929,69654.93031,1784,40.12913076794,0.02703490706,0.027034907058,Regular
2014-12-04,2014,Dec,Dec 2014,54996.62169,54503.02855,1368,40.20220883772,0.00897497200,0.008974972004,Regular
2014-12-05,2014,Dec,Dec 2014,77884.18161,77619.29489,1914,40.69183992163,0.00340103362,0.003401033618,Regular
2014-12-06,2014,Dec,Dec 2014,150370.11670,154998.83460,3765,39.93894201859,-0.03078216604,-0.030782166042,Regular
2014-12-07,2014,Dec,Dec 2014,104675.37610,111903.73790,2712,38.59711508112,-0.06905503538,-0.069055035380,Regular
2014-12-08,2014,Dec,Dec 2014,90121.53048,91081.66819,2222,40.55874459046,-0.01065381053,-0.010653810526,Regular
2014-12-09,2014,Dec,Dec 2014,75425.44370,77014.25596,1861,40.52952375067,-0.02106467237,-0.021064672371,Regular
2014-12-10,2014,Dec,Dec 2014,161844.80940,169348.51860,4095,39.52254197802,-0.04636360738,-0.046363607383,Regular
2014-12-11,2014,Dec,Dec 2014,158603.35700,171692.99360,4157,38.15332138561,-0.08253064026,-0.082530640256,Regular
2014-12-12,2014,Dec,Dec 2014,279092.09600,301236.10990,7259,38.44773329660,-0.07934303485,-0.079343034852,Regular
2014-12-13,2014,Dec,Dec 2014,369350.98950,402564.67860,9654,38.25885534493,-0.08992446222,-0.089924462217,Regular
2014-12-14,2014,Dec,Dec 2014,177500.10770,192327.32070,4632,38.32040321675,-0.08353354368,-0.083533543682,Regular
2014-12-15,2014,Dec,Dec 2014,282246.62870,304489.63830,7341,38.44798102438,-0.07880699834,-0.078806998342,Regular
2014-12-16,2014,Dec,Dec 2014,166037.92570,179571.12910,4308,38.54176548282,-0.08150670001,-0.081506700008,Regular
2014-12-17,2014,Dec,Dec 2014,148910.99840,161137.52200,3865,38.52807203105,-0.08210624958,-0.082106249581,Regular
2014-12-18,2014,Dec,Dec 2014,202359.14290,221435.76860,5288,38.26761401286,-0.09427113313,-0.094271133128,Regular
2014-12-19,2014,Dec,Dec 2014,274343.65430,299516.83780,7141,38.41810030808,-0.09175784862,-0.091757848616,Regular
2014-12-20,2014,Dec,Dec 2014,316167.07470,346378.30480,8268,38.23984938316,-0.09555463714,-0.095554637145,Regular
2014-12-21,2014,Dec,Dec 2014,173833.40010,190644.50160,4541,38.28086326800,-0.09670812105,-0.096708121053,Regular
2014-12-22,2014,Dec,Dec 2014,204565.08180,210188.90940,5014,40.79877977663,-0.02749163029,-0.027491630294,Regular
2014-12-23,2014,Dec,Dec 2014,316394.73090,326627.13840,7778,40.67816031113,-0.03234063814,-0.032340638135,Regular
2014-12-24,2014,Dec,Dec 2014,486230.32020,495909.08960,11809,41.17455501736,-0.01990572985,-0.019905729852,Promotion
2014-12-25,2014,Dec,Dec 2014,137686.53210,140525.78670,3344,41.17420218301,-0.02062114977,-0.020621149772,Regular
2014-12-26,2014,Dec,Dec 2014,48102.96241,49028.36507,1169,41.14881301112,-0.01923795570,-0.019237955703,Regular
2014-12-27,2014,Dec,Dec 2014,110162.13200,112383.55920,2676,41.16671599402,-0.02016507088,-0.020165070879,Regular
2014-12-28,2014,Dec,Dec 2014,69051.33709,70482.71780,1677,41.17551406679,-0.02072922510,-0.020729225100,Regular
2014-12-29,2014,Dec,Dec 2014,133307.36900,136003.48250,3237,41.18238152610,-0.02022478967,-0.020224789674,Regular
2014-12-30,2014,Dec,Dec 2014,216389.50430,235723.76480,5607,38.59274198324,-0.08934934512,-0.089349345120,Regular
2014-12-31,2014,Dec,Dec 2014,365055.31200,398013.34830,9464,38.57304649197,-0.09028230851,-0.090282308507,Regular
2015-01-01,2015,Jan,Jan 2015,112161.41960,122170.43170,2905,38.60978299484,-0.08923756614,-0.089237566141,Regular
2015-01-02,2015,Jan,Jan 2015,271101.46170,295019.46940,7023,38.60194527979,-0.08822529967,-0.088225299672,Regular
2015-01-03,2015,Jan,Jan 2015,245813.28830,267734.72530,6371,38.58315622351,-0.08917921871,-0.089179218714,Regular
2015-01-04,2015,Jan,Jan 2015,178394.81200,194427.44800,4624,38.58019290657,-0.08987164941,-0.089871649407,Regular
2015-01-05,2015,Jan,Jan 2015,220443.63150,239988.02750,5717,38.55931983558,-0.08865938139,-0.088659381389,Regular
2015-01-06,2015,Jan,Jan 2015,181534.18870,197328.94390,4705,38.58324945802,-0.08700705533,-0.087007055327,Regular
2015-01-07,2015,Jan,Jan 2015,83176.48139,84728.83120,2020,41.17647593564,-0.01866332627,-0.018663326268,Regular
2015-01-08,2015,Jan,Jan 2015,76894.77935,78468.09550,1868,41.16422877409,-0.02046063677,-0.020460636773,Regular
2015-01-09,2015,Jan,Jan 2015,123859.38800,126444.14250,3008,41.17665824468,-0.02086845851,-0.020868458514,Regular
2015-01-10,2015,Jan,Jan 2015,120807.57420,123392.80410,2934,41.17504233129,-0.02139956801,-0.021399568008,Regular
2015-01-11,2015,Jan,Jan 2015,69597.36735,71051.36350,1690,41.18187417160,-0.02089153951,-0.020891539513,Regular
2015-01-12,2015,Jan,Jan 2015,84738.29441,86467.53775,2058,41.17507017007,-0.02040686979,-0.020406869787,Regular
2015-01-13,2015,Jan,Jan 2015,64653.97214,65980.42209,1570,41.18087397452,-0.02051614009,-0.020516140093,Regular
2015-01-14,2015,Jan,Jan 2015,59553.38603,60703.35603,1446,41.18491426694,-0.01930990119,-0.019309901194,Regular
2015-01-15,2015,Jan,Jan 2015,79080.75696,80337.74831,1921,41.16645338886,-0.01589503437,-0.015895034372,Regular
2015-01-16,2015,Jan,Jan 2015,149444.05680,152030.98650,3629,41.18050614494,-0.01731035516,-0.017310355162,Regular
2015-01-17,2015,Jan,Jan 2015,170624.07990,173547.02710,4144,41.17376445463,-0.01713091846,-0.017130918460,Regular
2015-01-18,2015,Jan,Jan 2015,74744.28315,76003.92825,1815,41.18142322314,-0.01685272835,-0.016852728355,Regular
2015-01-19,2015,Jan,Jan 2015,90144.16140,91110.96935,2189,41.18052142531,-0.01072513111,-0.010725131112,Regular
2015-01-20,2015,Jan,Jan 2015,97826.80880,99134.30699,2376,41.17289932660,-0.01336543843,-0.013365438432,Regular
2015-01-21,2015,Jan,Jan 2015,62795.97915,64144.08888,1525,41.17769124590,-0.02146808997,-0.021468089968,Regular
2015-01-22,2015,Jan,Jan 2015,66550.98983,67952.15055,1616,41.18254321163,-0.02105394260,-0.021053942602,Regular
2015-01-23,2015,Jan,Jan 2015,154670.89070,158031.79100,3757,41.16872257120,-0.02172936540,-0.021729365395,Regular
2015-01-24,2015,Jan,Jan 2015,158722.10560,162082.41840,3855,41.17304944228,-0.02117104475,-0.021171044747,Regular
2015-01-25,2015,Jan,Jan 2015,78092.27692,79795.04310,1897,41.16619763838,-0.02180454005,-0.021804540054,Regular
2015-01-26,2015,Jan,Jan 2015,91830.40204,93808.08675,2230,41.17955248430,-0.02153627411,-0.021536274111,Regular
2015-01-27,2015,Jan,Jan 2015,76992.93568,78614.45775,1870,41.17269287701,-0.02106066038,-0.021060660380,Regular
2015-01-28,2015,Jan,Jan 2015,59897.71588,61194.18026,1455,41.16681503780,-0.02164463805,-0.021644638046,Regular
2015-01-29,2015,Jan,Jan 2015,57310.19404,58531.41099,1392,41.17111640805,-0.02130889575,-0.021308895746,Regular
2015-01-30,2015,Jan,Jan 2015,134540.21450,137221.53750,3268,41.16897628519,-0.01992952821,-0.019929528208,Regular
2015-01-31,2015,Jan,Jan 2015,200193.61200,203814.73640,4862,41.17515672563,-0.01808811162,-0.018088111623,Regular
2015-02-01,2015,Feb,Feb 2015,171469.93050,174652.45800,4165,41.16925102041,-0.01856026588,-0.018560265877,Regular
2015-02-02,2015,Feb,Feb 2015,151737.21880,154148.59880,3685,41.17699289009,-0.01589181625,-0.015891816254,Regular
2015-02-03,2015,Feb,Feb 2015,102072.44340,103634.96420,2479,41.17484606696,-0.01530795921,-0.015307959210,Regular
2015-02-04,2015,Feb,Feb 2015,82514.10512,83232.39137,2005,41.15416714214,-0.00870501169,-0.008705011694,Regular
2015-02-05,2015,Feb,Feb 2015,46211.33246,46407.29912,1122,41.18657081996,-0.00424066240,-0.004240662400,Regular
2015-02-06,2015,Feb,Feb 2015,85730.41481,85765.70934,2082,41.17695235831,-0.00041169205,-0.000411692047,Regular
2015-02-07,2015,Feb,Feb 2015,105918.29330,105662.55620,2573,41.16529082783,0.00241447527,0.002414475272,Regular
2015-02-08,2015,Feb,Feb 2015,73041.66087,73046.23390,1774,41.17342777339,-0.00006260852,-0.000062608516,Regular
2015-02-09,2015,Feb,Feb 2015,97908.54710,97097.93659,2378,41.17264386039,0.00827926196,0.008279261964,Regular
2015-02-10,2015,Feb,Feb 2015,138667.41590,148522.84900,3677,37.71210658145,-0.07107245084,-0.071072450843,Regular
2015-02-11,2015,Feb,Feb 2015,162162.10350,173661.82780,4299,37.72088939288,-0.07091499217,-0.070914992170,Regular
2015-02-12,2015,Feb,Feb 2015,138520.12680,147756.34280,3674,37.70281077844,-0.06667779054,-0.066677790538,Regular
2015-02-13,2015,Feb,Feb 2015,358597.42850,382447.08040,9505,37.72724129406,-0.06650815094,-0.066508150936,Regular
2015-02-14,2015,Feb,Feb 2015,424009.88250,451548.02760,11237,37.73337033906,-0.06494694166,-0.064946941655,Regular
2015-02-15,2015,Feb,Feb 2015,203861.47240,217065.61520,5406,37.71022426933,-0.06477017283,-0.064770172826,Regular
2015-02-16,2015,Feb,Feb 2015,220506.20930,234723.22000,5846,37.71915998974,-0.06447442340,-0.064474423397,Regular
2015-02-17,2015,Feb,Feb 2015,139935.93700,148697.54370,3713,37.68810584433,-0.06261155560,-0.062611555601,Regular
2015-02-18,2015,Feb,Feb 2015,161064.75230,170739.36660,4270,37.72008250585,-0.06006661397,-0.060066613967,Regular
2015-02-19,2015,Feb,Feb 2015,144328.54520,152824.11490,3827,37.71323365560,-0.05886271277,-0.058862712766,Regular
2015-02-20,2015,Feb,Feb 2015,293071.75920,310240.37840,7770,37.71837312741,-0.05858162263,-0.058581622627,Regular
2015-02-21,2015,Feb,Feb 2015,267782.15400,283430.33680,7102,37.70517516193,-0.05843624217,-0.058436242170,Regular
2015-02-22,2015,Feb,Feb 2015,136052.68840,144020.12280,3608,37.70861651885,-0.05856138893,-0.058561388927,Regular
2015-02-23,2015,Feb,Feb 2015,86703.31409,85730.96654,2150,40.32712283256,0.01121465264,0.011214652637,Regular
2015-02-24,2015,Feb,Feb 2015,95474.35737,100867.52410,2530,37.73690014625,-0.05648811763,-0.056488117632,Regular
2015-02-25,2015,Feb,Feb 2015,198431.62750,209499.79410,5253,37.77491481058,-0.05577823828,-0.055778238275,Regular
2015-02-26,2015,Feb,Feb 2015,157291.73400,166305.03760,4171,37.71079693119,-0.05730309769,-0.057303097695,Regular
2015-02-27,2015,Feb,Feb 2015,307540.67520,324997.33650,8156,37.70729220206,-0.05676212192,-0.056762121917,Regular
2015-02-28,2015,Feb,Feb 2015,350898.76350,375030.63550,9296,37.74728523021,-0.06877160740,-0.068771607398,Regular
2015-03-01,2015,Mar,Mar 2015,256701.54270,276569.25040,6803,37.73357970013,-0.07739613674,-0.077396136739,Regular
2015-03-02,2015,Mar,Mar 2015,234705.59280,252709.82310,6221,37.72795254782,-0.07670984779,-0.076709847794,Regular
2015-03-03,2015,Mar,Mar 2015,249380.56540,268761.83240,6611,37.72206404477,-0.07771763196,-0.077717631961,Regular
2015-03-04,2015,Mar,Mar 2015,258211.44420,278825.60670,6843,37.73366128891,-0.07983442625,-0.079834426254,Regular
2015-03-05,2015,Mar,Mar 2015,145975.83390,157578.00590,3858,37.83717830482,-0.07948008715,-0.079480087149,Regular
2015-03-06,2015,Mar,Mar 2015,269239.85260,291365.01760,7128,37.77214542649,-0.08217641180,-0.082176411799,Regular
2015-03-07,2015,Mar,Mar 2015,306920.21160,332242.41160,8127,37.76549915098,-0.08250417875,-0.082504178750,Regular
2015-03-08,2015,Mar,Mar 2015,122106.79560,121394.81220,2966,41.16884544842,0.00583082536,0.005830825357,Regular
2015-03-09,2015,Mar,Mar 2015,117661.28080,116861.15830,2858,41.16909755073,0.00680021919,0.006800219193,Regular
2015-03-10,2015,Mar,Mar 2015,62499.79917,62073.87265,1518,41.17246322134,0.00681484622,0.006814846218,Regular
2015-03-11,2015,Mar,Mar 2015,57063.98412,56638.28137,1386,41.17170571429,0.00746009513,0.007460095129,Regular
2015-03-12,2015,Mar,Mar 2015,48008.48284,47681.67208,1166,41.17365595197,0.00680735446,0.006807354465,Regular
2015-03-13,2015,Mar,Mar 2015,117446.83910,116681.14160,2853,41.16608450754,0.00651952412,0.006519524117,Regular
2015-03-14,2015,Mar,Mar 2015,150591.54790,149573.82760,3657,41.17898493301,0.00675815020,0.006758150203,Regular
2015-03-15,2015,Mar,Mar 2015,67152.47495,66802.98322,1631,41.17257814224,0.00520445047,0.005204450473,Regular
2015-03-16,2015,Mar,Mar 2015,80635.28925,80121.29052,1959,41.16145444104,0.00637436456,0.006374364559,Regular
2015-03-17,2015,Mar,Mar 2015,50669.63710,50308.95705,1230,41.19482691057,0.00711826787,0.007118267875,Regular
2015-03-18,2015,Mar,Mar 2015,48648.99266,48362.06879,1182,41.15820021997,0.00589783784,0.005897837845,Regular
